id,name,city,address,founded_year,logo_url,contact_email,contact_phone
7ec10a21-5fd6-4dc3-923a-2604c4eded92,Сдружение ВК Асеновец,,"пл. ""Акад. Николай Хайтов"" № 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,kmomchilovlenovo@abv.bg,0894628508
a1226706-9f48-46f5-899f-08fafb6ee16e,Сдружение ВК Бургос Волей,,"ж.к. Славейков, бл. 130, партер",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,burgosvolley@gmail.com,0899187642
d05b940f-96cf-44c8-8985-aa8b4c91d4a6,Сдружение СКВ Ботев (Врц),,"пл. ""Христо Ботев"" № 18",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,skv.botev@gmail.com,0888615836
d96f32e4-9008-44d7-a676-abb753b58d10,Сдружение ВК Волов 2020,,"ул. ""Харалан Ангелов"" №25",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkvolov2020@gmail.com;info@volov2020.com,0889399808
3b157c6f-f055-4f21-a421-97884bf8ab7a,Сдружение ВК Троян Волей,,"ул. ""Захарий Зограф"" № 31",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,info@troyanvolley.com,0878562607
660c710d-e849-4bc2-a981-888f24350fa4,Сдружение ВК Любимец 2010,,"ул. ""Републиканска"" № 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,h.hristozov@lyubimets.org,0888790310
97f71966-5a13-4515-985a-736b6c3d46a4,Сдружение ВК Дея Спорт,,"ж.к. Зорница, бл. 15",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,deqsport@abv.bg,0888305819
d0f388bc-a0b2-48d5-9f8a-6e77fdc12a84,Сдружение СВК СПАРТАК ВАРНА,,"бул. ""Княз Борис"" № 115, офис 325",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vcspartakvarna@gmail.com,0878808537
d64ae8ec-6f9d-4188-b354-d91d890e7039,Сдружение ВК ПИРИН-РАЗЛОГ,,"ул. ""Опълченска"" № 4",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk_pirinrazlog@mail.bg,0888292330
4244a369-7913-4893-ac02-a5d7be89a5a2,Сдружение СВК Арда - Кърджали,,"ул. ""Републиканска"" № 33, Спортна зала ""Арпезос""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk_arda@abv.bg,0887358089
49c34938-ae01-4ad5-886c-98bf0b7bab8f,Сдружение ПСК ЛОКОМОТИВ,,"бул. ""Васил Левски"" № 102",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,mpaliiski@gmail.com,0887013785
b96e67e8-26ac-4c4c-b8fe-30396155439b,Сдружение СК Торо - Волей,,"бул. ""Владислав Варненчик"" № 90, ап. 8",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,varna.toro.volley@gmail.com,0887875395
99c50f26-5ca0-49f0-8e59-6582f0af1b2b,Сдружение ВК Септември - Про Синема,,"жк. Красна поляна, спортна зала Септември, стадион Септември",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,luchian_stoichkov@abv.bg,0888207865
e0d203ac-57e2-4f0d-9e2a-0d8203a31d72,Сдружение СКВ Хебър - Пазарджик,,"ул. ""Цар Освободител"" № 105",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,hebarvolley@abv.bg,0887420048
f98501d6-a0d2-4b49-9d7b-83bee2da3a02,Сдружение ВК Царевец - 19,,"ул. ""Васил Златарски"" № 5-А, зала Юнак",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,diana_volei@abv.bg; vt_marina@abv.bg,0895149829
688488a6-0352-4c0f-8a43-cd9ed91cc254,Сдружение СКВ Берое,,"ул. ""Л. Каравелов"" №53, вх. А, ет. 9, ап. 64, Спортна зала Иван Вазов - ул. Гурко 102",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkberoe@abv.bg,0897959437
a9b37b52-5a37-4b2a-af42-a404713a9fa4,Сдружение ВК ЕЛИТ,,"ул. ""Осъм"" № 48",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkelit_ss@abv.bg,0887694731
1ac61338-034b-48b0-919e-e66f4cd1867e,Сдружение ВК Етрополе,,"бул. ""Партизански"" 31, Спортна зала",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vketropole@abv.bg,0878706737
b15bda3b-df11-48ce-936e-bf55a56ea8d7,Сдружение ВК Берое 2016,,"ул. ""Генерал Гурко"" № 102, Спортна зала ""Иван Вазов""",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vk.beroe2016@abv.bg,0887384259
0b084999-bfe3-4dae-a5bd-9cd2b1bb7b10,Сдружение СК Академик Варна,,"ул. ""Александър Рачински"" бл. 1, ет. 2, ап. 5",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,akademikvarna@gmail.com,0890550709
164e1698-dee6-4264-9216-26da3e1e0d61,Сдружение ВК КОКО ВОЛЕЙ 2016,,"ул. ""3"" № 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,danniboy_den@yahoo.com,0888820557
2808d32f-f3bd-4bca-8987-0198e5f62cf2,Сдружение ВК Яворов,,"ул. ""Яворов"" № 6, СУ Пейо Крачолов",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vcyavorov@abv.bg,0888817376
8afb01d2-3dad-49a8-b4e1-8244942958fe,Сдружение ВК Софийски университет,,"бул. ""Драган Цанков"" № 8, Биологически факултет",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,suvolley2009@gmail.com,0884083287
54abaead-317b-4c0b-9253-c45933cfa243,Сдружение ВК Хеброс-Харманли,,"ул. ""Васил Левски"" № 80, Стадион Хеброс",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vkhebrosharmanli@gmail.com,0894637173
6f1585cf-c540-4312-8825-90f96a97a60f,Сдружение ВК МАРЕК ДУПНИЦА,,"ул. ""Христо Ботев"" № 30",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,vcmarek@yahoo.com,0887858078
54d51c58-7f7e-4c28-a65c-fded0d12c711,Сдружение ВК Перун 1,,"ж.к. Възраждане, бл. 52, вх. 1, ет. 8, ап. 21",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,rosko1221@abv.bg; djsi@mail.bg,0898468268
c1ee2cd4-4f9f-40b0-ade2-6a90d634faf3,Сдружение ВК Раднево Волей,,"ул. ""Детелина"" № 4 вх. Б ет. 1 ап. 2",,https://www.bvf.bg/_next/static/media/facebook.3ef2c570.svg,snc_raadnevo@abv.bg,0899860800
